#REFERENCE 3 0.000000 0.000000
4 -33.333333 -41.666667 0.9154 0.0000   49.73 0.0 0.0
5 -29.166667 -41.666667 0.9425 0.0000   52.40 0.0 0.0
6 -25.000000 -41.666667 0.9767 0.0000   56.18 0.0 0.0
7 -20.833333 -41.666667 0.9988 0.0000   66.01 0.0 0.0
8 -16.666667 -41.666667 0.9136 0.0000   73.10 0.0 0.0
9 -12.500000 -41.666667 0.8575 0.0000   70.49 0.0 0.0
10 -8.333333 -41.666667 0.8118 0.0000   67.85 0.0 0.0
11 -4.166667 -41.666667 0.9534 0.0000   46.34 0.0 0.0
12 0.000000 -41.666667 0.0000 0.7132   91.63 0.0 0.0
13 4.166667 -41.666667 0.9523 0.0000  126.13 0.0 0.0
14 8.333333 -41.666667 0.8735 0.0000  108.83 0.0 0.0
15 12.500000 -41.666667 0.9276 0.0000  107.84 0.0 0.0
16 16.666667 -41.666667 0.9540 0.0000  110.85 0.0 0.0
17 20.833333 -41.666667 0.9645 0.0000  115.29 0.0 0.0
18 25.000000 -41.666667 0.9630 0.0000  120.16 0.0 0.0
19 29.166667 -41.666667 0.9517 0.0000  124.67 0.0 0.0
20 33.333333 -41.666667 0.9336 0.0000  128.53 0.0 0.0
21 37.500000 -41.666667 0.9119 0.0000  131.81 0.0 0.0
22 41.666667 -41.666667 0.8885 0.0000  134.68 0.0 0.0
23 45.833333 -41.666667 0.8640 0.0000  137.27 0.0 0.0
24 50.000000 -41.666667 0.8385 0.0000  139.64 0.0 0.0
0 -50.000000 -37.500000 0.8536 0.0000   37.37 0.0 0.0
1 -45.833333 -37.500000 0.8783 0.0000   39.47 0.0 0.0
2 -41.666667 -37.500000 0.9016 0.0000   41.69 0.0 0.0
3 -37.500000 -37.500000 0.9230 0.0000   43.99 0.0 0.0
4 -33.333333 -37.500000 0.9430 0.0000   46.19 0.0 0.0
5 -29.166667 -37.500000 0.9638 0.0000   47.78 0.0 0.0
6 -25.000000 -37.500000 0.9958 0.0000   47.60 0.0 0.0
7 -20.833333 -37.500000 0.5835 0.0000   62.52 0.0 0.0
8 -16.666667 -37.500000 0.5807 0.0000   69.65 0.0 0.0
9 -12.500000 -37.500000 0.8454 0.0000   67.48 0.0 0.0
10 -8.333333 -37.500000 0.7918 0.0000   78.36 0.0 0.0
11 -4.166667 -37.500000 0.9317 0.0000  114.17 0.0 0.0
12 0.000000 -37.500000 0.0000 0.3477   91.90 0.0 0.0
13 4.166667 -37.500000 0.9849 0.0000   58.21 0.0 0.0
14 8.333333 -37.500000 0.8315 0.0000   96.10 0.0 0.0
15 12.500000 -37.500000 0.9450 0.0000  104.26 0.0 0.0
16 16.666667 -37.500000 0.9851 0.0000  109.27 0.0 0.0
17 20.833333 -37.500000 0.9969 0.0000  115.60 0.0 0.0
18 25.000000 -37.500000 0.9962 0.0000  122.38 0.0 0.0
19 29.166667 -37.500000 0.9872 0.0000  127.91 0.0 0.0
20 33.333333 -37.500000 0.9694 0.0000  131.99 0.0 0.0
21 37.500000 -37.500000 0.9471 0.0000  135.16 0.0 0.0
22 41.666667 -37.500000 0.9233 0.0000  137.88 0.0 0.0
23 45.833333 -37.500000 0.8983 0.0000  140.38 0.0 0.0
24 50.000000 -37.500000 0.8715 0.0000  142.70 0.0 0.0
0 -50.000000 -33.333333 0.8835 0.0000   34.24 0.0 0.0
1 -45.833333 -33.333333 0.9088 0.0000   36.26 0.0 0.0
2 -41.666667 -33.333333 0.9318 0.0000   38.41 0.0 0.0
3 -37.500000 -33.333333 0.9513 0.0000   40.65 0.0 0.0
4 -33.333333 -33.333333 0.9661 0.0000   42.83 0.0 0.0
5 -29.166667 -33.333333 0.9726 0.0000   44.37 0.0 0.0
6 -25.000000 -33.333333 0.9411 0.0000   42.23 0.0 0.0
7 -20.833333 -33.333333 0.0000 0.1303  107.07 0.0 0.0
8 -16.666667 -33.333333 0.9710 0.0000   47.00 0.0 0.0
9 -12.500000 -33.333333 0.9872 0.0000   63.06 0.0 0.0
10 -8.333333 -33.333333 0.9872 0.0000   79.20 0.0 0.0
11 -4.166667 -33.333333 0.9721 0.0000   93.92 0.0 0.0
12 0.000000 -33.333333 0.6810 0.0000   90.57 0.0 0.0
13 4.166667 -33.333333 0.8691 0.0000   79.98 0.0 0.0
14 8.333333 -33.333333 0.9884 0.0000   90.42 0.0 0.0
15 12.500000 -33.333333 0.9798 0.0000   99.86 0.0 0.0
16 16.666667 -33.333333 0.9992 0.0000  104.39 0.0 0.0
17 20.833333 -33.333333 0.9634 0.0000  114.66 0.0 0.0
18 25.000000 -33.333333 0.9786 0.0000  125.91 0.0 0.0
19 29.166667 -33.333333 0.9995 0.0000  132.64 0.0 0.0
20 33.333333 -33.333333 0.9931 0.0000  136.42 0.0 0.0
21 37.500000 -33.333333 0.9743 0.0000  139.00 0.0 0.0
22 41.666667 -33.333333 0.9534 0.0000  141.31 0.0 0.0
23 45.833333 -33.333333 0.9306 0.0000  143.71 0.0 0.0
24 50.000000 -33.333333 0.9037 0.0000  146.01 0.0 0.0
0 -50.000000 -29.166667 0.9117 0.0000   30.92 0.0 0.0
1 -45.833333 -29.166667 0.9372 0.0000   32.85 0.0 0.0
2 -41.666667 -29.166667 0.9592 0.0000   34.93 0.0 0.0
3 -37.500000 -29.166667 0.9767 0.0000   37.19 0.0 0.0
4 -33.333333 -29.166667 0.9882 0.0000   39.68 0.0 0.0
5 -29.166667 -29.166667 0.9923 0.0000   42.72 0.0 0.0
6 -25.000000 -29.166667 0.9855 0.0000   49.31 0.0 0.0
7 -20.833333 -29.166667 0.9184 0.0000   65.88 0.0 0.0
8 -16.666667 -29.166667 0.8857 0.0000   58.35 0.0 0.0
9 -12.500000 -29.166667 0.9384 0.0000   63.71 0.0 0.0
10 -8.333333 -29.166667 0.9281 0.0000   75.28 0.0 0.0
11 -4.166667 -29.166667 0.8340 0.0000   85.81 0.0 0.0
12 0.000000 -29.166667 0.7138 0.0000   89.49 0.0 0.0
13 4.166667 -29.166667 0.7780 0.0000   89.92 0.0 0.0
14 8.333333 -29.166667 0.9719 0.0000   97.16 0.0 0.0
15 12.500000 -29.166667 0.9760 0.0000  104.62 0.0 0.0
16 16.666667 -29.166667 0.9570 0.0000   86.38 0.0 0.0
17 20.833333 -29.166667 0.4495 0.0000  112.80 0.0 0.0
18 25.000000 -29.166667 0.8038 0.0000  134.80 0.0 0.0
19 29.166667 -29.166667 0.9723 0.0000  140.20 0.0 0.0
20 33.333333 -29.166667 1.0000 0.0000  142.18 0.0 0.0
21 37.500000 -29.166667 0.9897 0.0000  143.24 0.0 0.0
22 41.666667 -29.166667 0.9769 0.0000  144.61 0.0 0.0
23 45.833333 -29.166667 0.9608 0.0000  147.18 0.0 0.0
24 50.000000 -29.166667 0.9342 0.0000  149.62 0.0 0.0
0 -50.000000 -25.000000 0.9372 0.0000   27.43 0.0 0.0
1 -45.833333 -25.000000 0.9618 0.0000   29.23 0.0 0.0
2 -41.666667 -25.000000 0.9816 0.0000   31.20 0.0 0.0
3 -37.500000 -25.000000 0.9950 0.0000   33.41 0.0 0.0
4 -33.333333 -25.000000 1.0000 0.0000   36.08 0.0 0.0
5 -29.166667 -25.000000 0.9962 0.0000   39.77 0.0 0.0
6 -25.000000 -25.000000 0.9781 0.0000   45.95 0.0 0.0
7 -20.833333 -25.000000 0.8738 0.0000   53.92 0.0 0.0
8 -16.666667 -25.000000 0.7529 0.0000   56.88 0.0 0.0
9 -12.500000 -25.000000 0.6727 0.0000   62.36 0.0 0.0
10 -8.333333 -25.000000 0.5707 0.0000   71.65 0.0 0.0
11 -4.166667 -25.000000 0.4499 0.0000   81.71 0.0 0.0
12 0.000000 -25.000000 0.3778 0.0000   89.61 0.0 0.0
13 4.166667 -25.000000 0.4242 0.0000   96.96 0.0 0.0
14 8.333333 -25.000000 0.6088 0.0000  109.68 0.0 0.0
15 12.500000 -25.000000 0.6902 0.0000  132.09 0.0 0.0
16 16.666667 -25.000000 0.0000 0.1692  160.84 0.0 0.0
17 20.833333 -25.000000 0.0000 0.9950  174.03 0.0 0.0
18 25.000000 -25.000000 0.6120 0.0000  156.58 0.0 0.0
19 29.166667 -25.000000 0.9395 0.0000  149.81 0.0 0.0
20 33.333333 -25.000000 0.9950 0.0000  149.35 0.0 0.0
21 37.500000 -25.000000 0.9905 0.0000  148.32 0.0 0.0
22 41.666667 -25.000000 0.9957 0.0000  146.05 0.0 0.0
23 45.833333 -25.000000 0.9887 0.0000  151.15 0.0 0.0
24 50.000000 -25.000000 0.9609 0.0000  153.78 0.0 0.0
0 -50.000000 -20.833333 0.9588 0.0000   23.79 0.0 0.0
1 -45.833333 -20.833333 0.9808 0.0000   25.43 0.0 0.0
2 -41.666667 -20.833333 0.9958 0.0000   27.18 0.0 0.0
3 -37.500000 -20.833333 0.9996 0.0000   29.16 0.0 0.0
4 -33.333333 -20.833333 0.9853 0.0000   31.64 0.0 0.0
5 -29.166667 -20.833333 0.9417 0.0000   35.06 0.0 0.0
6 -25.000000 -20.833333 0.8438 0.0000   39.98 0.0 0.0
7 -20.833333 -20.833333 0.6473 0.0000   45.94 0.0 0.0
8 -16.666667 -20.833333 0.3956 0.0000   51.30 0.0 0.0
9 -12.500000 -20.833333 0.1262 0.0000   57.94 0.0 0.0
10 -8.333333 -20.833333 0.0000 0.1347   67.23 0.0 0.0
11 -4.166667 -20.833333 0.0000 0.3168   78.49 0.0 0.0
12 0.000000 -20.833333 0.0000 0.3850   90.15 0.0 0.0
13 4.166667 -20.833333 0.0000 0.3474  102.41 0.0 0.0
14 8.333333 -20.833333 0.0000 0.1856  116.56 0.0 0.0
15 12.500000 -20.833333 0.0109 0.0000  128.94 0.0 0.0
16 16.666667 -20.833333 0.0269 0.0000  129.14 0.0 0.0
17 20.833333 -20.833333 0.0000 0.0308  105.14 0.0 0.0
18 25.000000 -20.833333 0.9575 0.0000  156.19 0.0 0.0
19 29.166667 -20.833333 0.9205 0.0000  154.55 0.0 0.0
20 33.333333 -20.833333 0.9562 0.0000  155.62 0.0 0.0
21 37.500000 -20.833333 0.9573 0.0000  167.50 0.0 0.0
22 41.666667 -20.833333 0.6638 0.0000  153.96 0.0 0.0
23 45.833333 -20.833333 0.9997 0.0000  158.31 0.0 0.0
24 50.000000 -20.833333 0.9773 0.0000  158.64 0.0 0.0
0 -50.000000 -16.666667 0.9756 0.0000   20.06 0.0 0.0
1 -45.833333 -16.666667 0.9931 0.0000   21.49 0.0 0.0
2 -41.666667 -16.666667 1.0000 0.0000   22.88 0.0 0.0
3 -37.500000 -16.666667 0.9871 0.0000   24.36 0.0 0.0
4 -33.333333 -16.666667 0.9350 0.0000   26.29 0.0 0.0
5 -29.166667 -16.666667 0.8139 0.0000   29.09 0.0 0.0
6 -25.000000 -16.666667 0.5854 0.0000   33.05 0.0 0.0
7 -20.833333 -16.666667 0.2297 0.0000   37.99 0.0 0.0
8 -16.666667 -16.666667 0.0000 0.1894   43.57 0.0 0.0
9 -12.500000 -16.666667 0.0000 0.5720   50.65 0.0 0.0
10 -8.333333 -16.666667 0.0000 0.8289   60.62 0.0 0.0
11 -4.166667 -16.666667 0.0000 0.9416   74.14 0.0 0.0
12 0.000000 -16.666667 0.0000 0.9651   90.21 0.0 0.0
13 4.166667 -16.666667 0.0000 0.9289  106.43 0.0 0.0
14 8.333333 -16.666667 0.0000 0.7783  120.03 0.0 0.0
15 12.500000 -16.666667 0.0000 0.4946  128.30 0.0 0.0
16 16.666667 -16.666667 0.0000 0.2118  129.85 0.0 0.0
17 20.833333 -16.666667 0.1105 0.0000  130.44 0.0 0.0
18 25.000000 -16.666667 0.6451 0.0000  146.03 0.0 0.0
19 29.166667 -16.666667 0.8139 0.0000  154.83 0.0 0.0
20 33.333333 -16.666667 0.8849 0.0000  156.49 0.0 0.0
21 37.500000 -16.666667 0.9338 0.0000  152.47 0.0 0.0
22 41.666667 -16.666667 0.9768 0.0000  161.51 0.0 0.0
23 45.833333 -16.666667 0.9969 0.0000  163.63 0.0 0.0
24 50.000000 -16.666667 0.9841 0.0000  163.15 0.0 0.0
0 -50.000000 -12.500000 0.9875 0.0000   16.35 0.0 0.0
1 -45.833333 -12.500000 0.9988 0.0000   17.59 0.0 0.0
2 -41.666667 -12.500000 0.9965 0.0000   18.41 0.0 0.0
3 -37.500000 -12.500000 0.9621 0.0000   18.93 0.0 0.0
4 -33.333333 -12.500000 0.8532 0.0000   19.92 0.0 0.0
5 -29.166667 -12.500000 0.6214 0.0000   22.02 0.0 0.0
6 -25.000000 -12.500000 0.2421 0.0000   25.30 0.0 0.0
7 -20.833333 -12.500000 0.0000 0.2495   29.32 0.0 0.0
8 -16.666667 -12.500000 0.0000 0.6989   33.88 0.0 0.0
9 -12.500000 -12.500000 0.0000 0.9463   40.21 0.0 0.0
10 -8.333333 -12.500000 0.0000 0.9990   50.33 0.0 0.0
11 -4.166667 -12.500000 0.0000 0.9525   66.64 0.0 0.0
12 0.000000 -12.500000 0.0000 0.9216   89.28 0.0 0.0
13 4.166667 -12.500000 0.0000 0.9684  111.06 0.0 0.0
14 8.333333 -12.500000 0.0000 0.9973  125.56 0.0 0.0
15 12.500000 -12.500000 0.0000 0.8892  133.93 0.0 0.0
16 16.666667 -12.500000 0.0000 0.6514  139.11 0.0 0.0
17 20.833333 -12.500000 0.0000 0.2884  144.82 0.0 0.0
18 25.000000 -12.500000 0.2325 0.0000  152.74 0.0 0.0
19 29.166667 -12.500000 0.6190 0.0000  158.11 0.0 0.0
20 33.333333 -12.500000 0.8231 0.0000  160.02 0.0 0.0
21 37.500000 -12.500000 0.9454 0.0000  160.75 0.0 0.0
22 41.666667 -12.500000 0.9961 0.0000  163.72 0.0 0.0
23 45.833333 -12.500000 0.9995 0.0000  166.19 0.0 0.0
24 50.000000 -12.500000 0.9902 0.0000  167.02 0.0 0.0
0 -50.000000 -8.333333 0.9954 0.0000   12.82 0.0 0.0
1 -45.833333 -8.333333 1.0000 0.0000   14.15 0.0 0.0
2 -41.666667 -8.333333 0.9927 0.0000   14.06 0.0 0.0
3 -37.500000 -8.333333 0.9404 0.0000   12.49 0.0 0.0
4 -33.333333 -8.333333 0.7546 0.0000   12.02 0.0 0.0
5 -29.166667 -8.333333 0.4032 0.0000   13.82 0.0 0.0
6 -25.000000 -8.333333 0.0000 0.0741   17.23 0.0 0.0
7 -20.833333 -8.333333 0.0000 0.6024   20.39 0.0 0.0
8 -16.666667 -8.333333 0.0000 0.9328   22.03 0.0 0.0
9 -12.500000 -8.333333 0.0000 0.9998   26.43 0.0 0.0
10 -8.333333 -8.333333 0.0000 0.9508   35.77 0.0 0.0
11 -4.166667 -8.333333 0.0000 0.8507   54.33 0.0 0.0
12 0.000000 -8.333333 0.0000 0.7641   87.76 0.0 0.0
13 4.166667 -8.333333 0.0000 0.8189  120.23 0.0 0.0
14 8.333333 -8.333333 0.0000 0.9317  135.24 0.0 0.0
15 12.500000 -8.333333 0.0000 0.9991  143.13 0.0 0.0
16 16.666667 -8.333333 0.0000 0.8916  150.52 0.0 0.0
17 20.833333 -8.333333 0.0000 0.5964  156.66 0.0 0.0
18 25.000000 -8.333333 0.0000 0.0901  161.45 0.0 0.0
19 29.166667 -8.333333 0.4142 0.0000  164.34 0.0 0.0
20 33.333333 -8.333333 0.7345 0.0000  165.75 0.0 0.0
21 37.500000 -8.333333 0.9030 0.0000  166.93 0.0 0.0
22 41.666667 -8.333333 0.9773 0.0000  168.56 0.0 0.0
23 45.833333 -8.333333 0.9990 0.0000  170.04 0.0 0.0
24 50.000000 -8.333333 0.9956 0.0000  170.99 0.0 0.0
0 -50.000000 -4.166667 0.9999 0.0000    9.53 0.0 0.0
1 -45.833333 -4.166667 0.9980 0.0000   12.14 0.0 0.0
2 -41.666667 -4.166667 0.9979 0.0000   11.10 0.0 0.0
3 -37.500000 -4.166667 0.9428 0.0000    2.99 0.0 0.0
4 -33.333333 -4.166667 0.6380 0.0000    1.56 0.0 0.0
5 -29.166667 -4.166667 0.2162 0.0000    4.67 0.0 0.0
6 -25.000000 -4.166667 0.0000 0.2603    9.87 0.0 0.0
7 -20.833333 -4.166667 0.0000 0.8524   15.12 0.0 0.0
8 -16.666667 -4.166667 0.0000 0.9893    4.70 0.0 0.0
9 -12.500000 -4.166667 0.0000 0.9977   10.90 0.0 0.0
10 -8.333333 -4.166667 0.0000 0.9603   18.55 0.0 0.0
11 -4.166667 -4.166667 0.0000 0.9148   35.69 0.0 0.0
12 0.000000 -4.166667 0.0000 0.7951   88.29 0.0 0.0
13 4.166667 -4.166667 0.0000 0.8169  145.46 0.0 0.0
14 8.333333 -4.166667 0.0000 0.6249  156.34 0.0 0.0
15 12.500000 -4.166667 0.0000 0.9929  150.59 0.0 0.0
16 16.666667 -4.166667 0.0000 0.9439  163.10 0.0 0.0
17 20.833333 -4.166667 0.0000 0.7326  168.92 0.0 0.0
18 25.000000 -4.166667 0.0000 0.2912  171.62 0.0 0.0
19 29.166667 -4.166667 0.2632 0.0000  172.16 0.0 0.0
20 33.333333 -4.166667 0.6621 0.0000  171.89 0.0 0.0
21 37.500000 -4.166667 0.8644 0.0000  172.31 0.0 0.0
22 41.666667 -4.166667 0.9583 0.0000  173.36 0.0 0.0
23 45.833333 -4.166667 0.9949 0.0000  174.44 0.0 0.0
24 50.000000 -4.166667 0.9985 0.0000  175.22 0.0 0.0
0 -50.000000 0.000000 0.9924 0.0000    5.41 0.0 0.0
1 -45.833333 0.000000 0.9548 0.0000   11.78 0.0 0.0
2 -41.666667 0.000000 0.9985 0.0000   21.07 0.0 0.0
3 -37.500000 0.000000 0.8414 0.0000  160.38 0.0 0.0
4 -33.333333 0.000000 0.4366 0.0000  170.77 0.0 0.0
5 -29.166667 0.000000 0.1095 0.0000  176.02 0.0 0.0
6 -25.000000 0.000000 0.0000 0.3122  178.51 0.0 0.0
7 -20.833333 0.000000 0.0000 0.9552    0.21 0.0 0.0
8 -16.666667 0.000000 0.0000 0.8815    0.07 0.0 0.0
9 -12.500000 0.000000 0.0000 0.9997  179.91 0.0 0.0
10 -8.333333 0.000000 0.0000 0.9792  179.94 0.0 0.0
11 -4.166667 0.000000 0.0000 0.9780  179.89 0.0 0.0
12 0.000000 0.000000 0.0000 0.0697   90.53 0.0 0.0
13 4.166667 0.000000 0.0000 0.9934  179.73 0.0 0.0
14 8.333333 0.000000 0.0000 0.9999  179.85 0.0 0.0
15 12.500000 0.000000 0.0000 0.9847    0.06 0.0 0.0
16 16.666667 0.000000 0.0000 0.9247    1.01 0.0 0.0
17 20.833333 0.000000 0.0000 0.7429    2.67 0.0 0.0
18 25.000000 0.000000 0.0000 0.3609    3.92 0.0 0.0
19 29.166667 0.000000 0.2049 0.0000    1.69 0.0 0.0
20 33.333333 0.000000 0.6497 0.0000  177.40 0.0 0.0
21 37.500000 0.000000 0.8434 0.0000  176.88 0.0 0.0
22 41.666667 0.000000 0.9436 0.0000  178.03 0.0 0.0
23 45.833333 0.000000 0.9904 0.0000  179.05 0.0 0.0
24 50.000000 0.000000 0.9995 0.0000  179.67 0.0 0.0
0 -50.000000 4.166667 0.9643 0.0000  177.59 0.0 0.0
1 -45.833333 4.166667 0.6733 0.0000    0.83 0.0 0.0
2 -41.666667 4.166667 0.0000 0.6814   19.71 0.0 0.0
3 -37.500000 4.166667 0.0000 0.4113  164.54 0.0 0.0
4 -33.333333 4.166667 0.2256 0.0000  172.35 0.0 0.0
5 -29.166667 4.166667 0.1165 0.0000  171.79 0.0 0.0
6 -25.000000 4.166667 0.0000 0.2558  168.19 0.0 0.0
7 -20.833333 4.166667 0.0000 0.8244  164.22 0.0 0.0
8 -16.666667 4.166667 0.0000 0.9794  174.35 0.0 0.0
9 -12.500000 4.166667 0.0000 0.9987  168.94 0.0 0.0
10 -8.333333 4.166667 0.0000 0.9600  161.43 0.0 0.0
11 -4.166667 4.166667 0.0000 0.9159  143.91 0.0 0.0
12 0.000000 4.166667 0.0000 0.8031   92.45 0.0 0.0
13 4.166667 4.166667 0.0000 0.7915   34.07 0.0 0.0
14 8.333333 4.166667 0.0000 0.6089   20.71 0.0 0.0
15 12.500000 4.166667 0.0000 0.9954   27.76 0.0 0.0
16 16.666667 4.166667 0.0000 0.9062   16.93 0.0 0.0
17 20.833333 4.166667 0.0000 0.6491   14.53 0.0 0.0
18 25.000000 4.166667 0.0000 0.2947   17.56 0.0 0.0
19 29.166667 4.166667 0.1965 0.0000   18.65 0.0 0.0
20 33.333333 4.166667 0.6869 0.0000  177.95 0.0 0.0
21 37.500000 4.166667 0.8149 0.0000    0.22 0.0 0.0
22 41.666667 4.166667 0.9301 0.0000    2.82 0.0 0.0
23 45.833333 4.166667 0.9875 0.0000    3.96 0.0 0.0
24 50.000000 4.166667 0.9997 0.0000    4.34 0.0 0.0
0 -50.000000 8.333333 0.9806 0.0000  167.81 0.0 0.0
1 -45.833333 8.333333 0.8439 0.0000  161.40 0.0 0.0
2 -41.666667 8.333333 0.6441 0.0000  138.97 0.0 0.0
3 -37.500000 8.333333 0.7552 0.0000   20.52 0.0 0.0
4 -33.333333 8.333333 0.5070 0.0000  177.76 0.0 0.0
5 -29.166667 8.333333 0.2870 0.0000  169.32 0.0 0.0
6 -25.000000 8.333333 0.0000 0.0887  164.07 0.0 0.0
7 -20.833333 8.333333 0.0000 0.5698  160.68 0.0 0.0
8 -16.666667 8.333333 0.0000 0.9131  159.12 0.0 0.0
9 -12.500000 8.333333 0.0000 1.0000  154.77 0.0 0.0
10 -8.333333 8.333333 0.0000 0.9411  144.70 0.0 0.0
11 -4.166667 8.333333 0.0000 0.8495  124.07 0.0 0.0
12 0.000000 8.333333 0.0000 0.8067   93.66 0.0 0.0
13 4.166667 8.333333 0.0000 0.7687   62.74 0.0 0.0
14 8.333333 8.333333 0.0000 0.8774   42.76 0.0 0.0
15 12.500000 8.333333 0.0000 0.9999   32.33 0.0 0.0
16 16.666667 8.333333 0.0000 0.8440   24.37 0.0 0.0
17 20.833333 8.333333 0.0000 0.4973   19.34 0.0 0.0
18 25.000000 8.333333 0.0000 0.2468   18.95 0.0 0.0
19 29.166667 8.333333 0.0000 0.6912   50.29 0.0 0.0
20 33.333333 8.333333 0.0599 0.0000  172.86 0.0 0.0
21 37.500000 8.333333 0.7125 0.0000    6.22 0.0 0.0
22 41.666667 8.333333 0.9185 0.0000    8.93 0.0 0.0
23 45.833333 8.333333 0.9883 0.0000    9.41 0.0 0.0
24 50.000000 8.333333 0.9993 0.0000    9.26 0.0 0.0
0 -50.000000 12.500000 0.9999 0.0000  161.47 0.0 0.0
1 -45.833333 12.500000 0.9911 0.0000  156.20 0.0 0.0
2 -41.666667 12.500000 0.9986 0.0000  150.85 0.0 0.0
3 -37.500000 12.500000 0.9989 0.0000  160.53 0.0 0.0
4 -33.333333 12.500000 0.8773 0.0000  165.56 0.0 0.0
5 -29.166667 12.500000 0.5866 0.0000  161.78 0.0 0.0
6 -25.000000 12.500000 0.2148 0.0000  157.23 0.0 0.0
7 -20.833333 12.500000 0.0000 0.2429  152.94 0.0 0.0
8 -16.666667 12.500000 0.0000 0.6857  148.61 0.0 0.0
9 -12.500000 12.500000 0.0000 0.9540  142.60 0.0 0.0
10 -8.333333 12.500000 0.0000 0.9835  130.82 0.0 0.0
11 -4.166667 12.500000 0.0000 0.9403  107.67 0.0 0.0
12 0.000000 12.500000 0.0000 0.9862   92.44 0.0 0.0
13 4.166667 12.500000 0.0000 0.9378   77.58 0.0 0.0
14 8.333333 12.500000 0.0000 0.9771   54.29 0.0 0.0
15 12.500000 12.500000 0.0000 0.9546   40.25 0.0 0.0
16 16.666667 12.500000 0.0000 0.6746   31.08 0.0 0.0
17 20.833333 12.500000 0.0000 0.2884   22.56 0.0 0.0
18 25.000000 12.500000 0.0000 0.0500    9.11 0.0 0.0
19 29.166667 12.500000 0.0000 0.6653   90.04 0.0 0.0
20 33.333333 12.500000 0.2862 0.0000   29.38 0.0 0.0
