#Nsample
#Chi2
#Evidence
#SigposArsec (arcsec)
1 21.952619 19.533911 0.137076 
1 21.911860 19.533911 0.142319 
1 20.243444 19.533911 0.187779 
1 21.681628 19.533911 0.153357 
1 21.907914 19.533911 0.129523 
1 21.797682 19.533911 0.148779 
1 21.311012 19.533911 0.164352 
1 20.952876 19.533911 0.172958 
1 21.950170 19.533911 0.133878 
1 21.898577 19.533911 0.128945 
2 19.747693 20.240707 0.197286 
2 20.465937 20.240707 0.105761 
2 21.915504 20.240707 0.130041 
2 21.090215 20.240707 0.169794 
2 21.522046 20.240707 0.158517 
2 21.710718 20.240707 0.152300 
2 21.939870 20.240707 0.132241 
2 21.647013 20.240707 0.154558 
2 21.610750 20.240707 0.155761 
2 21.673988 20.240707 0.121191 
3 21.769682 20.239659 0.149985 
3 19.893272 20.239659 0.194540 
3 21.881225 20.239659 0.144455 
3 21.512034 20.239659 0.158814 
3 20.499650 20.239659 0.182646 
3 21.855328 20.239659 0.145957 
3 21.871821 20.239659 0.127535 
3 21.892775 20.239659 0.128612 
3 21.782745 20.239659 0.149432 
3 21.237544 20.239659 0.166222 
4 21.953938 20.248172 0.135217 
4 21.952186 20.248172 0.137228 
4 21.951866 20.248172 0.137332 
4 21.512034 20.248172 0.158814 
4 20.929798 20.248172 0.173477 
4 21.919666 20.248172 0.141668 
4 21.929747 20.248172 0.131187 
4 21.287675 20.248172 0.164953 
4 21.908213 20.248172 0.129543 
4 21.952814 20.248172 0.137001 
5 21.645823 20.247960 0.154598 
5 21.943143 20.247960 0.139088 
5 21.898954 20.247960 0.143284 
5 21.765055 20.247960 0.123599 
5 20.954914 20.247960 0.172912 
5 21.834357 20.247960 0.125936 
5 21.296876 20.247960 0.164717 
5 19.887384 20.247960 0.101581 
5 21.870963 20.247960 0.127494 
5 21.917873 20.247960 0.130214 
6 20.694547 20.247728 0.178595 
6 20.436778 20.247728 0.183923 
6 21.952183 20.247728 0.134419 
6 21.899128 20.247728 0.128978 
6 21.624824 20.247728 0.155300 
6 21.766722 20.247728 0.150108 
6 21.660672 20.247728 0.120880 
6 21.213510 20.247728 0.166819 
6 21.946108 20.247728 0.138612 
6 21.774208 20.247728 0.123876 
7 21.902412 20.248618 0.143036 
7 21.954065 20.248618 0.135324 
7 20.868925 20.248618 0.174830 
7 21.951861 20.248618 0.134319 
7 21.044292 20.248618 0.170868 
7 21.621295 20.248618 0.155417 
7 21.722223 20.248618 0.151868 
7 21.474243 20.248618 0.117207 
7 21.489889 20.248618 0.117478 
7 21.573944 20.248618 0.156934 
8 21.776406 20.249865 0.123944 
8 20.939792 20.249865 0.173253 
8 21.929291 20.249865 0.131145 
8 21.851528 20.249865 0.126628 
8 20.996405 20.249865 0.171970 
8 21.703785 20.249865 0.152556 
8 21.738213 20.249865 0.151253 
8 21.555493 20.249865 0.118677 
8 21.856809 20.249865 0.145877 
8 21.653119 20.249865 0.154350 
9 21.392636 20.249731 0.115879 
9 21.738085 20.249731 0.122827 
9 21.856226 20.249731 0.126828 
9 21.940413 20.249731 0.132307 
9 21.604673 20.249731 0.155958 
9 21.573754 20.249731 0.119032 
9 21.374567 20.249731 0.115602 
9 21.502750 20.249731 0.117704 
9 20.285281 20.249731 0.186954 
9 21.879788 20.249731 0.144544 
10 21.728513 20.248051 0.122566 
10 21.621486 20.248051 0.120011 
