#REFERENCE 3 133.6935800 -1.3603200
a1 -1.2561878 2.3741549 0.324 0.175 170.83 0.8000 1.37 
a2 -1.2529336 2.3747122 0.327 0.187 67.34 0.8000 1.29 
b1 -0.9334530 -0.9729999 0.311 0.180 23.67 1.0000 1.38 
b2 -0.9310089 -0.9767636 0.349 0.239 33.83 1.0000 0.95 
c1 2.4555149 -2.5601656 0.349 0.151 67.12 1.5000 1.45 
c2 2.4467505 -2.5550629 0.362 0.206 2.77 1.5000 1.07 
c3 2.4567513 -2.5527921 0.332 0.197 112.11 1.5000 1.21 
