#REFERENCE 3 133.693580 -1.360320
0	-40.182685	-37.625434
1	-39.573113	-37.699392
2	-38.961648	-37.774132
3	-38.348190	-37.849655
4	-37.732688	-37.925959
5	-37.115076	-38.003005
6	-36.495291	-38.080834
7	-35.873237	-38.159420
8	-35.248837	-38.238742
9	-34.622037	-38.318806
10	-33.992728	-38.399592
11	-33.360842	-38.481100
12	-32.726286	-38.563305
13	-32.088953	-38.646183
14	-31.448769	-38.729725
15	-30.805621	-38.813898
16	-30.159417	-38.898687
17	-29.510058	-38.984057
18	-28.857408	-39.069981
19	-28.201381	-39.156422
20	-27.541846	-39.243344
21	-26.878664	-39.330700
22	-26.211745	-39.418449
23	-25.540933	-39.506545
24	-24.866103	-39.594918
25	-24.187116	-39.683512
26	-23.503811	-39.772283
27	-22.816062	-39.861130
28	-22.123702	-39.949986
29	-21.426550	-40.038787
30	-20.724480	-40.127416
31	-20.017301	-40.215786
32	-19.304817	-40.303790
33	-18.586876	-40.391314
34	-17.863253	-40.478244
35	-17.133775	-40.564436
36	-16.398233	-40.649753
37	-15.656412	-40.734031
38	-14.908082	-40.817132
39	-14.153044	-40.898858
40	-13.391065	-40.979001
41	-12.621855	-41.057398
42	-11.845197	-41.133816
43	-11.060848	-41.207994
44	-10.268515	-41.279718
45	-9.467942	-41.348672
46	-8.658826	-41.414609
47	-7.840876	-41.477206
48	-7.013801	-41.536100
49	-6.177299	-41.590959
50	-5.331036	-41.641394
51	-4.474701	-41.686986
52	-3.607959	-41.727289
53	-2.730466	-41.761857
54	-1.841927	-41.790128
55	-0.941983	-41.811623
56	-0.030318	-41.825733
57	0.893363	-41.831834
58	1.829341	-41.829273
59	2.777872	-41.817368
60	3.739165	-41.795393
61	4.713329	-41.762581
62	5.700426	-41.718149
63	6.700372	-41.661315
64	7.712995	-41.591280
65	8.737870	-41.507265
66	9.774363	-41.408549
67	10.821589	-41.294505
68	11.878380	-41.164644
69	12.943160	-41.018629
70	14.014045	-40.856412
71	15.088706	-40.678143
72	16.164542	-40.484398
73	17.238646	-40.276041
74	18.307915	-40.054321
75	19.369224	-39.820823
76	20.419558	-39.577412
77	21.456129	-39.326075
78	22.476532	-39.068981
79	23.478821	-38.808162
80	24.461578	-38.545633
81	25.423894	-38.283227
82	26.365284	-38.022465
83	27.285751	-37.764723
84	28.185604	-37.511096
85	29.065390	-37.262396
86	29.925866	-37.019304
87	30.767944	-36.782268
88	31.592554	-36.551604
89	32.400720	-36.327490
90	33.193398	-36.109997
91	33.971598	-35.899121
92	34.736256	-35.694802
93	35.488281	-35.496931
94	36.228523	-35.305380
95	36.957793	-35.119967
96	37.676823	-34.940514
97	38.386309	-34.766826
98	39.086915	-34.598703
99	39.779224	-34.435948
99	39.938411	-33.685414
98	39.251386	-33.846271
97	38.556308	-34.012573
96	37.852533	-34.184522
95	37.139437	-34.362363
94	36.416316	-34.546310
93	35.682396	-34.736549
92	34.936883	-34.933324
91	34.178861	-35.136808
90	33.407452	-35.347152
89	32.621585	-35.564524
88	31.820284	-35.788939
87	31.002453	-36.020437
86	30.166939	-36.258906
85	29.312677	-36.504143
84	28.438632	-36.755787
83	27.543843	-37.013323
82	26.627500	-37.275981
81	25.689036	-37.542733
80	24.728231	-37.812331
79	23.745276	-38.083198
78	22.740857	-38.353504
77	21.716209	-38.621174
76	20.673161	-38.883935
75	19.614136	-39.139450
74	18.542042	-39.385425
73	17.460093	-39.619710
72	16.371795	-39.840444
71	15.280545	-40.046090
70	14.189648	-40.235516
69	13.102142	-40.408069
68	12.020622	-40.563402
67	10.947289	-40.701542
66	9.883928	-40.822792
65	8.831909	-40.927682
64	7.792228	-41.016897
63	6.765590	-41.091233
62	5.752427	-41.151537
61	4.752969	-41.198666
60	3.767271	-41.233504
59	2.795258	-41.256899
58	1.836780	-41.269701
57	0.891586	-41.272692
56	-0.040604	-41.266609
55	-0.960110	-41.252194
54	-1.867282	-41.230072
53	-2.762476	-41.200895
52	-3.646059	-41.165230
51	-4.518402	-41.123628
50	-5.379881	-41.076577
49	-6.230823	-41.024567
48	-7.071612	-40.968018
47	-7.902581	-40.907334
46	-8.724060	-40.842915
45	-9.536393	-40.775098
44	-10.339869	-40.704202
43	-11.134817	-40.630531
42	-11.921512	-40.554394
41	-12.700260	-40.476045
40	-13.471322	-40.395698
39	-14.234976	-40.313596
38	-14.991479	-40.229971
37	-15.741055	-40.144992
36	-16.483972	-40.058847
35	-17.220446	-39.971709
34	-17.950707	-39.883737
33	-18.674967	-39.795087
32	-19.393441	-39.705864
31	-20.106310	-39.616227
30	-20.813782	-39.526269
29	-21.516036	-39.436091
28	-22.213271	-39.345808
27	-22.905646	-39.255505
26	-23.593315	-39.165271
25	-24.276452	-39.075172
24	-24.955241	-38.985289
23	-25.629776	-38.895704
22	-26.300249	-38.806426
21	-26.966779	-38.717545
20	-27.629511	-38.629117
19	-28.288561	-38.541172
18	-28.944083	-38.453750
17	-29.596166	-38.366898
16	-30.244943	-38.280640
15	-30.890528	-38.195016
14	-31.533023	-38.110044
13	-32.172533	-38.025756
12	-32.809166	-37.942168
11	-33.443032	-37.859289
10	-34.074180	-37.777170
9	-34.702755	-37.695785
8	-35.328811	-37.615163
7	-35.952442	-37.535313
6	-36.573718	-37.456261
5	-37.192743	-37.377991
4	-37.809567	-37.300522
3	-38.424284	-37.223849
2	-39.036948	-37.147974
1	-39.647625	-37.072919
0	-40.256395	-36.998656
0	-40.330387	-36.370109
1	-39.722435	-36.444657
2	-39.112567	-36.520023
3	-38.500729	-36.596220
4	-37.886832	-36.673257
5	-37.270823	-36.751108
6	-36.652612	-36.829810
7	-36.032131	-36.909333
8	-35.409293	-36.989670
9	-34.784030	-37.070822
10	-34.156242	-37.152770
11	-33.525847	-37.235513
12	-32.892746	-37.319032
13	-32.256836	-37.403316
14	-31.618034	-37.488352
15	-30.976236	-37.574090
16	-30.331313	-37.660554
17	-29.683169	-37.747688
18	-29.031689	-37.835460
19	-28.376752	-37.923852
20	-27.718232	-38.012818
21	-27.055999	-38.102326
22	-26.389915	-38.192324
23	-25.719828	-38.282777
24	-25.045612	-38.373606
25	-24.367122	-38.464791
26	-23.684183	-38.556213
27	-22.996626	-38.647866
28	-22.304316	-38.739617
29	-21.607041	-38.831418
30	-20.904655	-38.923151
31	-20.196945	-39.014731
32	-19.483737	-39.106038
33	-18.764797	-39.196988
34	-18.039949	-39.287417
35	-17.308939	-39.377214
36	-16.571577	-39.466200
37	-15.827609	-39.554237
38	-15.076781	-39.641167
39	-14.318865	-39.726772
40	-13.553586	-39.810868
41	-12.780666	-39.893212
42	-11.999821	-39.973622
43	-11.210759	-40.051792
44	-10.413192	-40.127468
45	-9.606783	-40.200368
46	-8.791205	-40.270159
47	-7.966130	-40.336502
48	-7.131193	-40.399030
