1 -1251.005117 0.208777 135.226525 0.000000 
1 -16448.451401 0.336309 25.741348 0.000000 
1 -8554.135483 0.337133 76.689321 0.000000 
1 -3056.926311 0.228447 91.826700 0.000000 
1 -9928.967656 0.715762 156.172136 0.000000 
1 -1165.589363 0.726306 131.496593 0.000000 
1 -14404.384089 0.278787 24.484678 0.000000 
1 -12636.210678 0.216268 31.616605 0.000000 
1 -5061.265977 0.507098 91.929142 0.000000 
1 -1478.644343 0.119647 124.499789 0.000000 
1 -781.118004 0.220743 129.516228 -0.069288 
1 -13937.591549 0.490995 8.034126 -0.069288 
1 -53.381509 0.492950 122.440771 -0.069288 
1 -5278.513635 0.244800 82.388972 -0.069288 
1 -14886.903377 0.653129 72.204265 -0.069288 
1 -14227.242041 0.538340 5.009692 -0.069288 
1 -6256.806314 0.412979 152.979371 -0.069288 
1 -9567.561489 0.415274 171.126654 -0.069288 
1 -9245.806203 0.720756 90.820426 -0.069288 
1 -5777.117255 0.225513 161.253746 -0.069288 
1 -6852.195533 0.213949 73.605244 -0.132146 
1 -11854.776487 0.616477 78.587587 -0.132146 
1 -33.887874 0.493620 121.628191 -0.132146 
1 -431.911946 0.423532 128.616224 -0.132146 
1 -7356.383931 0.123206 8.748857 -0.132146 
1 -11505.707296 0.464250 179.923479 -0.132146 
1 -6338.476755 0.438960 152.513281 -0.132146 
1 -846.730466 0.326827 107.268885 -0.132146 
1 -6914.717136 0.223949 74.398131 -0.132146 
1 -17078.353015 0.407122 20.501683 -0.132146 
1 -7091.706325 0.240585 75.456787 -0.225969 
1 -24938.903396 0.722170 17.173231 -0.225969 
1 -7373.939596 0.175089 65.618216 -0.225969 
1 -409.049263 0.667972 127.416438 -0.225969 
1 -5382.262019 0.142399 74.876485 -0.225969 
1 -10936.622918 0.465048 175.390631 -0.225969 
1 -13821.671280 0.418121 11.726480 -0.225969 
1 -29835.516731 0.531301 60.408645 -0.225969 
1 -6469.399478 0.563086 90.046337 -0.225969 
1 -553.039429 0.355627 110.147944 -0.225969 
1 -2886.810468 0.689339 138.302927 -0.297673 
1 -3509.186823 0.121275 88.670908 -0.297673 
1 -12270.282172 0.214296 28.468339 -0.297673 
1 -22853.174424 0.588524 43.542748 -0.297673 
1 -13817.277773 0.277763 19.181737 -0.297673 
1 -10001.452527 0.246955 59.903316 -0.297673 
1 -2919.603428 0.201051 147.412833 -0.297673 
1 0.259929 0.538484 119.702233 -0.297673 
1 -10751.486278 0.448485 176.718604 -0.297673 
1 -16509.492278 0.477598 15.761498 -0.297673 
1 -12387.544833 0.557266 165.843073 -0.357073 
1 -398.549693 0.278409 114.660382 -0.357073 
1 -1044.637436 0.476030 106.645029 -0.357073 
1 -14287.654910 0.568709 1.444144 -0.357073 
1 -2626.374733 0.230275 145.278614 -0.357073 
1 -16175.528194 0.386332 44.988997 -0.357073 
1 -42.059484 0.551200 117.240205 -0.357073 
1 -2879.218263 0.388723 143.235890 -0.357073 
1 -11601.179537 0.184668 36.345728 -0.357073 
1 -9674.208167 0.444454 165.156222 -0.357073 
1 -12495.400676 0.248225 18.046522 -0.434010 
1 -5485.389148 0.703944 96.364103 -0.434010 
1 -656.091525 0.329847 131.013445 -0.434010 
1 -7598.211891 0.384879 157.862189 -0.434010 
1 -12.541520 0.564031 118.114077 -0.434010 
1 -1155.765023 0.382409 105.045810 -0.434010 
1 -25721.934554 0.690600 63.441438 -0.434010 
1 -9476.208571 0.522909 80.606812 -0.434010 
1 -10914.159421 0.673301 158.805488 -0.434010 
1 -10378.194508 0.433283 176.029109 -0.434010 
1 -307.016822 0.598161 126.803115 -0.490452 
1 -21409.290997 0.542812 42.998329 -0.490452 
1 -3160.573848 0.113046 92.322173 -0.490452 
1 -6386.783258 0.223371 76.647005 -0.490452 
1 -1556.106653 0.134260 132.333505 -0.490452 
1 -3277.124854 0.236270 90.726661 -0.490452 
1 -7365.479502 0.114141 11.744473 -0.490452 
1 -1102.973497 0.153970 114.988071 -0.490452 
1 -16053.572968 0.351313 40.283689 -0.490452 
1 -662.610024 0.384411 108.958362 -0.490452 
1 -1886.621058 0.701923 134.857849 -0.509739 
1 -828.515173 0.371580 107.444058 -0.509739 
1 -73.673514 0.519508 123.295195 -0.509739 
1 -542.092582 0.394748 129.864964 -0.509739 
1 -32.779088 0.551234 122.409406 -0.509739 
1 -1084.410129 0.311920 105.245571 -0.509739 
1 -9220.134306 0.165498 15.427893 -0.509739 
1 -4837.924422 0.231951 155.387272 -0.509739 
1 -758.521551 0.487627 108.695208 -0.509739 
1 -2897.095895 0.432970 97.382276 -0.509739 
1 -602.826054 0.299088 110.243082 -0.544188 
1 -3431.856639 0.119813 89.506181 -0.544188 
1 -8974.480211 0.259042 179.618323 -0.544188 
1 -927.854397 0.737967 109.941622 -0.544188 
1 -2537.301527 0.567141 101.109871 -0.544188 
1 -7625.628417 0.483671 155.085280 -0.544188 
1 -447.899404 0.642603 127.901185 -0.544188 
1 -3669.668959 0.169492 152.285591 -0.544188 
1 -3061.102633 0.125792 148.810794 -0.544188 
1 -3750.272769 0.463999 94.878070 -0.544188 
