#REFERENCE 3 133.693580 -1.360320
0	-27.777722	-27.777722
1	-27.777722	-27.216556
2	-27.777722	-26.655390
3	-27.777722	-26.094224
4	-27.777722	-25.533058
5	-27.777722	-24.971892
6	-27.777722	-24.410726
7	-27.777722	-23.849559
8	-27.777722	-23.288393
9	-27.777722	-22.727227
10	-27.777722	-22.166061
11	-27.777722	-21.604895
12	-27.777722	-21.043729
13	-27.777722	-20.482563
14	-27.777722	-19.921397
15	-27.777722	-19.360231
16	-27.777722	-18.799065
17	-27.777722	-18.237898
18	-27.777722	-17.676732
19	-27.777722	-17.115566
20	-27.777722	-16.554400
21	-27.777722	-15.993234
22	-27.777722	-15.432068
23	-27.777722	-14.870902
24	-27.777722	-14.309736
25	-27.777722	-13.748570
26	-27.777722	-13.187403
27	-27.777722	-12.626237
28	-27.777722	-12.065071
29	-27.777722	-11.503905
30	-27.777722	-10.942739
31	-27.777722	-10.381573
32	-27.777722	-9.820407
33	-27.777722	-9.259241
34	-27.777722	-8.698075
35	-27.777722	-8.136909
36	-27.777722	-7.575742
37	-27.777722	-7.014576
38	-27.777722	-6.453410
39	-27.777722	-5.892244
40	-27.777722	-5.331078
41	-27.777722	-4.769912
42	-27.777722	-4.208746
43	-27.777722	-3.647580
44	-27.777722	-3.086414
45	-27.777722	-2.525247
46	-27.777722	-1.964081
47	-27.777722	-1.402915
48	-27.777722	-0.841749
49	-27.777722	-0.280583
50	-27.777722	0.280583
51	-27.777722	0.841749
52	-27.777722	1.402915
53	-27.777722	1.964081
54	-27.777722	2.525247
55	-27.777722	3.086414
56	-27.777722	3.647580
57	-27.777722	4.208746
58	-27.777722	4.769912
59	-27.777722	5.331078
60	-27.777722	5.892244
61	-27.777722	6.453410
62	-27.777722	7.014576
63	-27.777722	7.575742
64	-27.777722	8.136909
65	-27.777722	8.698075
66	-27.777722	9.259241
67	-27.777722	9.820407
68	-27.777722	10.381573
69	-27.777722	10.942739
70	-27.777722	11.503905
71	-27.777722	12.065071
72	-27.777722	12.626237
73	-27.777722	13.187403
74	-27.777722	13.748570
75	-27.777722	14.309736
76	-27.777722	14.870902
77	-27.777722	15.432068
78	-27.777722	15.993234
79	-27.777722	16.554400
80	-27.777722	17.115566
81	-27.777722	17.676732
82	-27.777722	18.237898
83	-27.777722	18.799065
84	-27.777722	19.360231
85	-27.777722	19.921397
86	-27.777722	20.482563
87	-27.777722	21.043729
88	-27.777722	21.604895
89	-27.777722	22.166061
90	-27.777722	22.727227
91	-27.777722	23.288393
92	-27.777722	23.849559
93	-27.777722	24.410726
94	-27.777722	24.971892
95	-27.777722	25.533058
96	-27.777722	26.094224
97	-27.777722	26.655390
98	-27.777722	27.216556
99	-27.777722	27.777722
99	-27.216556	27.777722
98	-27.216556	27.216556
97	-27.216556	26.655390
96	-27.216556	26.094224
95	-27.216556	25.533058
94	-27.216556	24.971892
