#REFERENCE 3 0.0000000 0.0000000
 8    0.00    0.00 558.39 500.00   0.000    0.11  26.865 2686.468  800.0 0.400   0.00 O1 0
 8   25.00   20.00 167.52 150.00   0.000    0.11   5.373 805.940  140.0 0.400   0.00 2 1
 8  -16.00    2.00 167.52 150.00   0.000    0.11   5.373 805.940  130.0 0.400   0.00 3 2
 8  -10.00    0.00 167.52 150.00   0.000    0.11   5.373 805.940  110.0 0.400   0.00 4 3
 8    3.00  -10.00 167.52 150.00   0.000    0.11   5.373 805.940   80.0 0.400   0.00 5 4
 8   17.00   -7.00 167.52 150.00   0.000    0.11   5.373 805.940  120.0 0.400   0.00 6 5
