#REFERENCE 3 0.0000000 0.0000000
S1 -1.986 -0.000 0.210 0.210 0.00 0.600 18.00 -34.644 -0.000 4.70 13.30
S1 -1.986 -0.000 0.210 0.210 0.00 0.600 18.00 -28.490 19.748 4.08 13.92
S1 -1.986 -0.000 0.210 0.210 0.00 0.600 18.00 -28.490 -19.748 4.08 13.92
S1 -1.986 -0.000 0.210 0.210 0.00 0.600 18.00 30.366 -0.000 2.18 15.82
S1 -1.986 -0.000 0.210 0.210 0.00 0.600 18.00 0.546 0.000 -2.93 20.93
