#Nsample
#Chi2
#O1 : x (arcsec)
#O1 : y (arcsec)
#O1 : emass
#O1 : theta (deg)
#O1 : rs (arcsec)
#O1 : c
1 8163.860663 6.856398 -6.707934 0.154077 94.592462 8.475684 1.242759 
1 8164.354865 8.476054 -9.013542 0.237838 117.064202 28.401550 1.122163 
1 8165.193637 -9.211026 -0.787214 0.245519 125.192840 51.437693 0.831440 
1 8165.103489 0.692741 -8.979527 0.077586 145.031453 71.029132 0.600363 
1 8163.952932 -1.977657 8.638989 0.245084 76.773933 17.238206 1.031539 
1 8166.905034 7.362477 0.807286 0.316282 60.021969 91.177538 0.724704 
1 8165.086984 -9.670005 -7.735211 0.161216 85.236949 35.284132 1.410048 
1 8166.175113 3.679284 -5.009895 0.122708 91.043145 11.443816 6.455042 
1 8165.794488 7.300987 -5.114637 0.363922 13.429036 9.099032 8.124547 
1 8165.298696 8.593218 0.290151 0.295207 130.214520 46.032296 1.004231 
2 8163.990105 3.054688 4.649885 0.241518 140.087051 23.857739 0.640816 
2 8166.173974 1.971769 3.448315 0.301569 98.731864 52.857152 1.420813 
2 8163.855967 6.899382 0.277442 0.162181 25.457344 9.231425 0.931873 
2 8163.988892 4.525506 -9.055200 0.236965 115.107934 10.016206 2.177945 
2 8164.260647 9.598609 1.619605 0.127841 42.730471 35.843519 0.747104 
2 8165.431530 7.911544 6.229536 0.089142 79.907217 23.949358 2.517899 
2 8164.085992 -8.719905 -6.286979 0.289618 62.133238 10.232591 2.563294 
2 8165.596445 8.426663 7.514324 0.235220 76.880891 22.308292 2.993016 
2 8167.190144 8.483284 4.398250 0.100756 124.459676 14.904235 5.582657 
2 8164.944328 8.979985 -8.292128 0.273784 99.471012 47.313354 1.089602 
3 8164.616894 2.124559 6.068870 0.239422 11.682427 18.703575 2.389382 
3 8163.875110 2.742040 -0.632986 0.340652 114.073876 12.204843 0.827191 
3 8164.026999 5.627069 7.677512 0.138167 30.429629 19.985690 1.008866 
3 8163.924796 4.746073 -8.497324 0.179738 91.311568 8.853849 2.134622 
3 8164.568870 -3.238041 9.526785 0.127841 87.267812 44.416526 0.810472 
3 8164.477390 9.259482 5.886757 0.382535 85.176422 60.459011 0.859362 
3 8164.570864 -7.340251 6.562221 0.315172 24.336220 29.827126 1.211040 
3 8164.121929 9.199852 -4.664664 0.313429 113.499224 37.249844 0.566143 
3 8164.783466 2.237615 1.699042 0.245115 84.232138 53.834315 0.837594 
3 8163.930218 4.802293 8.798922 0.254632 134.015192 10.299195 1.542180 
4 8164.534778 -2.128876 1.823744 0.232456 30.692838 10.437582 3.985579 
4 8163.969295 5.261320 1.590533 0.395327 153.507319 15.406799 1.130090 
4 8164.572304 9.790442 2.765994 0.177419 81.663667 8.675348 5.659368 
4 8164.449544 -9.531512 -4.092085 0.168330 123.038121 16.590253 2.197291 
4 8164.114168 -5.649392 -6.879629 0.082854 25.503145 9.858950 2.901163 
4 8165.077560 4.430283 8.110394 0.190437 85.085421 55.330648 0.910569 
4 8164.069888 6.574584 1.865103 0.128330 143.167747 17.464469 1.354847 
4 8166.080693 -8.115612 -3.221065 0.163055 7.297026 112.476887 0.513385 
4 8165.718634 5.115670 -2.991355 0.196932 81.129642 60.571448 1.012868 
4 8164.289616 5.150117 6.278026 0.061390 2.513047 10.957324 3.320748 
5 8164.056127 0.586443 3.775566 0.389546 54.703370 11.778635 1.834225 
5 8164.107408 6.979565 -0.199676 0.093195 121.691118 30.729932 0.712004 
5 8163.902657 -0.978885 8.151927 0.271615 157.214704 8.995136 1.655423 
5 8163.978492 6.552808 5.288381 0.055541 160.627344 8.465539 2.655129 
5 8165.830309 -3.549208 2.440636 0.319974 81.777156 15.934930 4.708756 
5 8164.090910 1.921042 7.983712 0.321581 15.034385 27.842827 0.827748 
5 8164.990290 -4.210287 6.339999 0.128679 75.857863 70.461092 0.593238 
5 8164.328396 0.282598 -2.961168 0.138452 124.750511 11.223577 3.229372 
5 8165.788185 3.107371 -5.111021 0.218138 46.344532 81.288835 0.622189 
5 8165.427698 3.694774 6.830720 0.342120 6.608970 18.723521 3.602474 
6 8163.932037 6.595987 -3.420895 0.246633 77.784600 18.148348 0.896716 
6 8164.495193 -8.698975 -2.003536 0.185639 88.667724 50.738602 0.649723 
6 8164.326351 8.098941 -4.679760 0.233984 116.272228 18.002167 1.918843 
6 8163.851234 -8.293896 1.159832 0.052910 20.684235 11.511876 0.558903 
6 8164.668434 -0.283202 -0.157114 0.137203 70.354395 13.902268 3.320977 
6 8163.869462 8.303677 -7.460892 0.075678 127.163181 9.214758 1.210112 
6 8164.202867 -7.658962 9.696399 0.188524 103.846891 13.688116 2.301232 
6 8164.167672 -0.061517 -3.986879 0.127694 127.334687 8.996889 3.476950 
6 8165.745532 -1.071627 -3.104849 0.172682 112.775841 48.142154 1.204095 
6 8163.898188 8.797887 -0.494401 0.316398 167.843060 16.177153 0.858554 
7 8166.093093 2.893985 0.729706 0.357030 127.339014 17.471750 3.488451 
7 8163.946418 4.713772 -4.792831 0.385795 96.081807 33.082764 0.575225 
7 8164.639006 -6.323913 2.364302 0.122771 176.901214 21.876591 1.928510 
7 8163.869311 -8.705732 3.109126 0.354204 39.109297 9.484328 0.925844 
7 8165.061903 -2.475003 5.919587 0.163650 124.582261 10.102950 5.308233 
7 8165.218164 -3.716426 6.612010 0.107688 49.359139 22.664103 2.351781 
7 8164.940319 -3.696030 -0.509118 0.322959 34.842242 29.227830 1.427315 
7 8163.893401 1.570819 4.264335 0.200417 96.576375 11.899941 1.171486 
7 8164.483138 -5.256162 -2.453632 0.192254 14.601029 32.082228 1.101221 
7 8163.900421 -8.620843 -7.074483 0.340497 35.149139 8.603693 1.526767 
8 8165.841871 -5.584742 9.061589 0.221164 12.954849 11.054895 6.136540 
8 8164.017848 -2.243982 4.277098 0.123765 162.240433 21.691756 0.878258 
8 8164.603953 -0.522315 2.943768 0.209897 17.203809 11.706702 3.862990 
8 8163.931517 -9.942914 3.773825 0.125983 27.015526 10.897956 1.505241 
8 8165.055769 -8.099051 2.795255 0.205643 136.600423 28.646334 1.597898 
8 8164.035570 9.594154 9.746897 0.282351 176.140537 16.283215 1.584816 
8 8165.301309 9.890151 -7.226319 0.053323 110.806573 28.202893 2.010357 
8 8164.218635 6.287190 2.762232 0.143995 117.216183 15.910411 1.984376 
8 8164.317458 -7.167886 -4.925384 0.379336 114.019757 13.738921 2.401974 
8 8164.320685 -8.342786 7.569143 0.368191 71.836440 10.367619 3.837359 
9 8164.399024 -6.072971 6.092546 0.239968 133.452338 25.466528 1.200695 
9 8165.154428 -0.840297 -9.018882 0.095737 42.481335 15.281383 3.583866 
9 8165.949149 3.431714 8.886908 0.180438 122.080230 61.260525 0.965270 
9 8164.207743 8.824942 -2.492878 0.195922 36.815257 31.171874 0.800507 
9 8164.440356 8.268266 0.745727 0.076584 170.028424 10.203206 4.145836 
9 8164.929650 -8.155400 1.401795 0.301524 150.043015 9.922160 4.952392 
9 8165.051455 -8.425063 6.014270 0.197386 38.283818 14.070072 3.604113 
9 8166.967064 -6.658280 -1.893137 0.375722 76.017308 46.468825 1.846772 
9 8163.962067 -9.657707 0.874032 0.088309 120.134120 11.878694 1.546205 
9 8164.027964 3.199483 -1.012884 0.286562 83.056224 14.457457 1.845655 
10 8164.714549 1.012782 2.430556 0.142381 132.143612 10.908475 4.289162 
10 8164.448864 3.201156 9.343053 0.301766 74.593440 16.736345 2.572419 
10 8164.626593 -0.362368 -2.918343 0.326222 127.948398 10.473423 3.874880 
10 8166.479790 9.507145 0.757740 0.322842 33.535892 79.917408 0.732269 
10 8164.304305 3.534629 7.706237 0.299349 103.948954 31.466900 1.074858 
10 8164.725562 0.086776 5.048201 0.225473 173.954635 15.306601 3.204870 
10 8164.676475 9.670196 5.733287 0.173404 123.123516 22.798556 1.906820 
10 8163.915784 5.927762 1.460531 0.333371 116.077417 17.910790 0.695283 
10 8164.199825 -9.380825 7.176345 0.280320 39.959828 17.271657 1.518765 
10 8163.964278 5.511954 0.248286 0.134926 95.981418 8.812013 2.490123 
11 8165.831206 4.510563 -1.259740 0.142972 65.971751 34.994102 1.797031 
11 8165.045250 -2.017650 0.282987 0.361391 75.191579 43.865915 1.244743 
11 8165.933162 -3.521944 0.528854 0.255045 98.770910 46.909828 1.425812 
11 8163.996047 1.702597 5.877067 0.226676 133.465138 10.296775 2.014289 
11 8164.528679 2.007768 8.950926 0.281122 148.774679 22.566165 1.629685 
11 8163.848704 -8.885897 7.399434 0.130281 14.883272 10.655239 0.585772 
11 8167.583870 2.477439 8.536976 0.227914 10.582841 51.056348 1.665668 
11 8164.330160 8.979694 4.381649 0.309092 164.513468 27.662384 1.274053 
11 8164.291053 -0.891849 8.656441 0.208279 104.197346 20.324108 1.656499 
11 8164.122467 9.977206 7.812802 0.316021 172.402908 8.839915 3.919617 
12 8164.122664 6.842279 -1.696481 0.054767 108.201344 28.463308 0.825330 
12 8164.644302 -1.902792 -2.366446 0.146231 109.515218 29.165407 1.381460 
12 8168.299126 -7.052826 7.667310 0.333295 121.281766 60.541245 1.290919 
12 8166.674073 -9.573704 5.412401 0.250158 155.900878 17.614188 4.180417 
12 8166.314430 3.827239 3.002347 0.139176 2.947704 65.058380 1.033168 
12 8164.243885 -1.249662 7.677285 0.228574 174.021559 43.822239 0.606198 
12 8164.721832 -9.901710 -5.022895 0.349895 137.067933 21.726516 1.687268 
12 8163.882703 9.682707 -2.270545 0.304803 83.839174 9.218543 1.761915 
